DBA,ADDRESS,LON,LAT,BORO,ZIPCODE,CUISINE DESCRIPTION,VIOLATION POINTS,GRADE,GRADE DATE
CHIPOTLE MEXICAN GRILL,"405 6 Avenue, Manhattan New York 10014",-73.9999825,40.7336016,MANHATTAN,10014,Mexican,7,A,2/25/2015
GROM,"233 Bleecker Street, Manhattan New York 10014",-74.0024801,40.7306131,MANHATTAN,10014,"Ice Cream, Gelato, Yogurt, Ices",12,A,2/25/2015
KENTUCKY FRIED CHICKEN,"1922 3 Avenue, Manhattan New York 10029",-73.945097,40.791549,MANHATTAN,10029,American ,2,A,2/25/2015
NO QUARTER,"8015 5 Avenue, Brooklyn New York 11209",-74.024019,40.625194,BROOKLYN,11209,American ,12,A,2/25/2015
CAFE GOURMAND,"548 Lincoln Avenue, Staten Island New York 10306",-74.0951962,40.5719841,STATEN ISLAND,10306,Eastern European,12,A,2/25/2015
BEER BAR,"16121 Crocheron Avenue, Queens New York 11358",-73.8040567,40.7626318,QUEENS,11358,Korean,10,A,2/25/2015
KIM'S ISLAND CHINESE RESTAURANT,"175 Main Street, Staten Island New York 10307",-74.2482679,40.5107774,STATEN ISLAND,10307,Chinese,12,A,2/25/2015
MINT'S THAI KITCHEN,"7015 Austin Street, Queens New York 11375",-73.8461453,40.7208692,QUEENS,11375,Thai,12,A,2/25/2015
HAAGAN DAZ,"573 Grand Concourse, Bronx New York 10451",-73.9272196,40.8192564,BRONX,10451,"Ice Cream, Gelato, Yogurt, Ices",5,A,2/25/2015
EL POLLO INKA PERU,"8912 Northern Boulevard, Queens New York 11372",-73.7342828,40.772179,QUEENS,11372,Peruvian,12,A,2/25/2015
GONZALEZ Y GONZALEZ,"192 Mercer Street, Manhattan New York 10012",-73.9970382,40.7262028,MANHATTAN,10012,Mexican,7,A,2/25/2015
DUNKIN DONUTS & BASKIN ROBBINS,"1410 Avenue J, Brooklyn New York 11230",-73.9619492,40.6249025,BROOKLYN,11230,Donuts,3,A,2/25/2015
AL SAFA,"8002 5 Avenue, Brooklyn New York 11209",-74.0243633,40.6258114,BROOKLYN,11209,Mediterranean,10,A,2/25/2015
RIO BRAVO RESTAURANT,"3782 103 Street, Queens New York 11368",-73.863609,40.751125,QUEENS,11368,Mexican,10,A,2/25/2015
7B BAR,"108 Avenue B, Manhattan New York 10009",-73.98146,40.7250067,MANHATTAN,10009,American ,11,A,2/25/2015
BAKERY DE PARIS,"4235 162 Street, Queens New York 11358",-73.8016712,40.7108421,QUEENS,11358,Café/Coffee/Tea,5,A,2/25/2015
D & P RESTAURANT & COCKTAIL,"3405 Church Avenue, Brooklyn New York 11203",-73.9454649,40.6512331,BROOKLYN,11203,Caribbean,5,A,2/25/2015
TSUSHIMA,"210 E 44Th St, Manhattan New York 10017",-73.9727916,40.7516558,MANHATTAN,10017,Japanese,9,A,2/25/2015
ROSA MEXICANO,"1063 First Avenue, Manhattan New York 10022",-73.9627039,40.7589658,MANHATTAN,10022,Mexican,11,A,2/25/2015
King's Wok Kitchen,"6669 Broadway, Bronx New York 10471",-73.8968948,40.910483,BRONX,10471,Chinese,10,A,2/25/2015
DINING HALL @ JOHN JAY  (MBJ FOOD SERVICES),"524 West 59 Street, Manhattan New York 10019",-73.9886729,40.7705444,MANHATTAN,10019,American ,15,B,2/25/2015
THE KEG ROOM,"53 West 36 Street, Manhattan New York 10018",-73.9858848,40.7508232,MANHATTAN,10018,Irish,9,A,2/25/2015
TROPICAL ROTISSERIE CHICKEN,"2701 Sedgwick Avenue, Bronx New York 10468",-73.9034399,40.8700298,BRONX,10468,Spanish,11,A,2/25/2015
AKI SUSHI,"1531 York Ave, Manhattan New York 10028",-73.949821,40.7727069,MANHATTAN,10028,Japanese,19,Z,2/25/2015
JODY'S CLUB,"372 Forest Avenue, Staten Island New York 10301",-74.1018239,40.630788,STATEN ISLAND,10301,American ,13,A,2/25/2015
THE SWEET SHOP NYC,"404 E 73Rd St, Manhattan New York 10021",-73.955091,40.768054,MANHATTAN,10021,American ,10,A,2/25/2015
ROTISSERIE GEORGETTE,"14 East 60 Street, Manhattan New York 10022",-73.9717272,40.7643204,MANHATTAN,10022,American ,9,A,2/25/2015
ATRIUM DUMBO,"15 Main Street, Brooklyn New York 11201",-73.9903284,40.7035915,BROOKLYN,11201,French,7,A,2/25/2015
RENACER,"6703 Woodside Ave, Queens New York 11377",-73.8878388,40.7435923,QUEENS,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19,Z,2/25/2015
CHIPOTLE MEXICAN GRILL #221,"5102 Avenue U, Brooklyn New York 11234",-73.9216133,40.6098192,BROOKLYN,11234,Tex-Mex,-1,B,2/25/2015
EL RANCHO RESTAURANT,"1157 Flatbush Ave, Brooklyn New York 11226",-73.95684,40.642157,BROOKLYN,11226,Spanish,7,A,2/25/2015
THE BUTHCHER'S DAUGHTER MARKET,"166 Elizabeth Street, Manhattan New York 10012",-73.994628,40.7207549,MANHATTAN,10012,"Juice, Smoothies, Fruit Salads",12,A,2/25/2015
REX MANOR,"1100 60 Street, Brooklyn New York 11219",-74.0029051,40.6312541,BROOKLYN,11219,American ,4,A,2/25/2015
Pinot's Pallette,"20 Ellis Street, Staten Island New York 10307",-74.2408958,40.5174065,STATEN ISLAND,10307,"Bottled beverages, including water, sodas, juices, etc.",12,A,2/25/2015
BIG GAY ICE CREAM SHOP,"61 Grove Street, Manhattan New York 10014",-74.0033119,40.733317,MANHATTAN,10014,"Ice Cream, Gelato, Yogurt, Ices",2,A,2/25/2015
DOUBLE DRAGON,"2037 1 Avenue, Manhattan New York 10029",-73.9407446,40.7892449,MANHATTAN,10029,Chinese,9,A,2/25/2015
KAO SUSHI,"1320 E 19 Street, Brooklyn New York 11230",-73.9564496,40.6182588,BROOKLYN,11230,Jewish/Kosher,13,A,2/25/2015
COFFEE 11238,"995A Fulton St, Brooklyn New York 11238",-73.9630466,40.6828294,BROOKLYN,11238,Café/Coffee/Tea,12,A,2/25/2015
GRADISCA RESTAURANT,"126 West 13 Street, Manhattan New York 10011",-73.9986819,40.7370219,MANHATTAN,10011,Italian,4,A,2/25/2015
JAMBA JUICE (STORE #695),"95 E Houston St, Manhattan New York 10002",-73.9923524,40.7238111,MANHATTAN,10002,"Juice, Smoothies, Fruit Salads",2,A,2/25/2015
5 BURRO CAFE,"7205 Austin Street, Queens New York 11375",-73.8424017,40.7194513,QUEENS,11375,Mexican,2,A,2/25/2015
SUBWAY,"75 Atlantic Avenue, Brooklyn New York 11201",-73.9978624,40.6913843,BROOKLYN,11201,Sandwiches/Salads/Mixed Buffet,10,A,2/25/2015
LITTLE MISS MUFFIN 'N' HER STUFFIN,"768 Washington Avenue, Brooklyn New York 11238",-73.9633855,40.6750616,BROOKLYN,11238,Café/Coffee/Tea,7,A,2/25/2015
C & M PIZZA,"2519 Webster Avenue, Bronx New York 10458",-73.891808,40.861508,BRONX,10458,Pizza,9,A,2/25/2015
EL SOMBEROS,"108 Stanton St, Manhattan New York 10002",-73.9876194,40.721289,MANHATTAN,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,2/25/2015
AMBER,"221 Columbus Ave, Manhattan New York 10023",-73.9794085,40.7761133,MANHATTAN,10023,Thai,10,A,2/25/2015
NATURAL ESSENTIALS & WELLNESS,"2105 1 Avenue, Manhattan New York 10029",-73.939341,40.791184,MANHATTAN,10029,"Juice, Smoothies, Fruit Salads",8,A,2/25/2015
Ho May NY,"69 Kingsland Ave, Brooklyn New York 11211",-73.94083,40.718567,BROOKLYN,11211,Chinese,8,A,2/25/2015
LUCKY VEGETARIAN,"5101 8Th Ave, Brooklyn New York 11220",-74.004146,40.640339,BROOKLYN,11220,Chinese,5,A,2/25/2015
Crown Fried Chicken & Pizza,"2176 Pitkin Ave, Brooklyn New York 11207",-73.8922258,40.672229,BROOKLYN,11207,Chicken,12,A,2/25/2015
JIMMY JOHN'S,"3237 Richmond Ave, Staten Island New York 10312",-74.1696923,40.5602526,STATEN ISLAND,10312,Sandwiches/Salads/Mixed Buffet,11,A,2/25/2015
187TH ST PIZZA,"689 E 187Th St, Bronx New York 10458",-73.8848531,40.8544527,BRONX,10458,Pizza,2,A,2/25/2015
SUBWAY,"2009 Williamsbridge Rd, Bronx New York 10461",-73.8549485,40.8544236,BRONX,10461,Sandwiches/Salads/Mixed Buffet,7,A,2/25/2015
LOI ESTIATORIO,"132 W 58Th St, Manhattan New York 10019",-73.9780339,40.765308,MANHATTAN,10019,Greek,2,A,2/25/2015
O FORT INC,"5918 Fort Hamilton Pkwy, Brooklyn New York 11219",-74.0056029,40.633354,BROOKLYN,11219,Chinese,12,A,2/25/2015
NEGHBORHOOD COFFEE SHOP,"1734 Victory Boulevard, Staten Island New York 10314",-74.1216085,40.6128688,STATEN ISLAND,10314,American ,10,A,2/25/2015
TEAUS 86,"86 5 Avenue, Brooklyn New York 11217",-73.9779184,40.6805065,BROOKLYN,11217,Japanese,13,A,2/25/2015
GOOD SHEPHERD SERVICES,"337 East 17 Street, Manhattan New York 10003",-73.9818651,40.7337096,MANHATTAN,10003,American ,10,A,2/24/2015
NOVITA,"102 East 22 Street, Manhattan New York 10010",-73.9864042,40.7391588,MANHATTAN,10010,Italian,9,A,2/24/2015
CROSSTOWN DINER,"2880 Bruckner Boulevard, Bronx New York 10465",-73.8285999,40.8324789,BRONX,10465,American ,11,A,2/24/2015
JOE'S PIZZERIA RESTAURANT,"1121 Liberty Avenue, Brooklyn New York 11208",-73.8679193,40.6787243,BROOKLYN,11208,Pizza/Italian,8,A,2/24/2015
WRAPIDO,"104 8 Avenue, Manhattan New York 10011",-74.0016676,40.7404879,MANHATTAN,10011,Mediterranean,10,A,2/24/2015
LA NOSTRA PIZZERIA,"2146 2 Avenue, Manhattan New York 10029",-73.940172,40.793151,MANHATTAN,10029,Pizza,12,A,2/24/2015
AMICI BAR,"7311 88 Street, Queens New York 11385",-73.8630678,40.7087629,QUEENS,11385,Café/Coffee/Tea,3,A,2/24/2015
BROOKLYN  CAFE,"816 Broadway, Brooklyn New York 11206",-73.9398012,40.6993041,BROOKLYN,11206,American ,12,A,2/24/2015
RAMONA'S BAKERY,"16614 Hillside Avenue, Queens New York 11432",-73.7911127,40.7113453,QUEENS,11432,Bakery,10,A,2/24/2015
ARZU RESTAURANT,"101-05 Queens Boulevard, Queens New York 11375",-73.851746,40.726748,QUEENS,11375,Jewish/Kosher,13,A,2/24/2015
BAHBKA BCTAHBKA,"3810 Nostrand Avenue, Brooklyn New York 11235",-73.9403541,40.5910032,BROOKLYN,11235,Russian,17,B,2/24/2015
JAKE'S SALOON,"206 West 23 Street, Manhattan New York 10011",-73.9962038,40.744116,MANHATTAN,10011,Irish,10,A,2/24/2015
TBSP,"17 West 20 Street, Manhattan New York 10011",-73.992171,40.740424,MANHATTAN,10011,American ,19,Z,2/24/2015
NEW TASTE RESTAURANT,"94-62 Corona Avenue, Queens New York 11373",-73.867954,40.741936,QUEENS,11373,Chinese,11,A,2/24/2015
DIG INN SEASONAL MARKET,"40 West 55 Street, Manhattan New York 10019",-73.9766088,40.762239,MANHATTAN,10019,American ,7,A,2/24/2015
TEPANGO RESTAURANT,"568 Myrtle Avenue, Brooklyn New York 11205",-73.9617809,40.6937164,BROOKLYN,11205,Mexican,7,A,2/24/2015
MANGEZ AVEC MOI,"71 West Broadway, Manhattan New York 10007",-74.0096768,40.7146301,MANHATTAN,10007,Asian,7,A,2/24/2015
ISLA OF VERDE,"1859 Westchester Avenue, Bronx New York 10472",-73.8639491,40.8328141,BRONX,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A,2/24/2015
SAPITO'S SPORTS BAR & GRILL,"3168 East Tremont Avenue, Bronx New York 10461",-73.834498,40.837066,BRONX,10461,Spanish,10,A,2/24/2015
SUSHI AVE X,"241 Avenue X, Brooklyn New York 11223",-73.9737975,40.5902976,BROOKLYN,11223,Japanese,13,A,2/24/2015
P.J. BRADY'S TAVERN,"3201 Philip Ave, Bronx New York 10465",-73.818094,40.830816,BRONX,10465,American ,10,A,2/24/2015
ARTOPOLIS CAFE,"1090 Amsterdam Avenue, Manhattan New York 10025",-73.9625202,40.8055078,MANHATTAN,10025,Mediterranean,12,A,2/24/2015
SILVER LAKE GOLF COURSE,"915 Victory Boulevard, Staten Island New York 10301",-74.0978695,40.6223903,STATEN ISLAND,10301,American ,11,A,2/24/2015
PINKBERRY,"2873 Broadway, Manhattan New York 10025",-73.9662891,40.8054834,MANHATTAN,10025,"Ice Cream, Gelato, Yogurt, Ices",12,A,2/24/2015
ROSA'S CAFE,"3003 38 Avenue, Queens New York 11101",-73.9325435,40.7542392,QUEENS,11101,Spanish,14,B,2/24/2015
SENOR POLLO,"221 1 Avenue, Manhattan New York 10003",-73.9831834,40.7308927,MANHATTAN,10003,Peruvian,3,A,2/24/2015
KENYON & KENYON CAFETERIA,"1 Broadway, Manhattan New York 10004",-74.0145948,40.7049687,MANHATTAN,10004,American ,0,A,2/24/2015
MIKES OLYMPIC GRILL,"1637 Forest Avenue, Staten Island New York 10302",-74.143268,40.625175,STATEN ISLAND,10302,American ,8,A,2/24/2015
DUNKIN' DONUTS,"132 Nassau Street, Manhattan New York 10038",-74.0065454,40.7109854,MANHATTAN,10038,Donuts,3,A,2/24/2015
GRAND OAKS COUNTRY CLUB/BOXWOOD CAFE,"200 Huguenot Avenue, Staten Island New York 10312",-74.206075,40.5505978,STATEN ISLAND,10312,American ,17,A,2/24/2015
NEBU HOOKAH LOUNGE,"86-74 80 Street, Queens New York 11421",-73.8622209,40.6917121,QUEENS,11421,Not Listed/Not Applicable,12,A,2/24/2015
ASO ROCK LOUNGE AND RESTAURANT,"13824 Farmers Boulevard, Queens New York 11434",-73.7644811,40.6721798,QUEENS,11434,African,11,A,2/24/2015
THE FIVE SPOT,"459 Myrtle Avenue, Brooklyn New York 11205",-73.9670527,40.6934496,BROOKLYN,11205,Soul Food,7,A,2/24/2015
PITA CITY FALAFEL,"180 7 Avenue, Manhattan New York 10011",-73.996996,40.742737,MANHATTAN,10011,Middle Eastern,9,A,2/24/2015
MEE THAI CUISINE,"180 5 Avenue, Brooklyn New York 11217",-73.9800791,40.6774391,BROOKLYN,11217,Thai,15,B,2/24/2015
HANCO'S,"350 7 Avenue, Brooklyn New York 11215",-73.9823463,40.6663058,BROOKLYN,11215,Asian,20,B,2/24/2015
SPOON BREAD CATERING/RESTAURANT,"364 West 110 Street, Manhattan New York 10025",-73.9608412,40.8014307,MANHATTAN,10025,American ,5,A,2/24/2015
DUNKIN DONUTS,"130 Church Street, Manhattan New York 10007",-74.0088,40.713995,MANHATTAN,10007,Donuts,9,A,2/24/2015
MI PASO CENTRO AMERICANO RESTAURANT,"4129 Broadway, Manhattan New York 10033",-73.938641,40.84594,MANHATTAN,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A,2/24/2015
BUCA,"201 West 103 Street, Manhattan New York 10025",-73.96712,40.798503,MANHATTAN,10025,Pizza/Italian,11,A,2/24/2015
BEER AUTHORITY,"300 West 40 Street, Manhattan New York 10018",-73.9911822,40.7559338,MANHATTAN,10018,American ,10,A,2/24/2015
PARLOR STEAKHOUSE,"1600 3 Avenue, Manhattan New York 10128",-73.9524536,40.7813671,MANHATTAN,10128,Steak,4,A,2/24/2015
NAPOLI PIZZA,"1206 Victory Boulevard, Staten Island New York 10301",-74.1039296,40.6160482,STATEN ISLAND,10301,Pizza,12,A,2/24/2015
TASTE OF INDIA II RESTAURANT,"287 Newdorp Ln, Staten Island New York 10306",-74.1126424,40.5722235,STATEN ISLAND,10306,Indian,18,Z,2/24/2015
GMC TEMAXCAL DELI & GROCERY,"163 Park Avenue, Brooklyn New York 11205",-73.9729553,40.6964204,BROOKLYN,11205,Mexican,4,A,2/24/2015
GENES @ BARNEYS,"660 Madison Avenue, Manhattan New York 10065",-73.9711433,40.7648217,MANHATTAN,10065,American ,7,A,2/24/2015
ARDESIA,"510 West 52 Street, Manhattan New York 10019",-73.9910501,40.7659938,MANHATTAN,10019,American ,9,A,2/24/2015
LEE CHINESE RESTAURANT,"3328 Fulton Street, Brooklyn New York 11208",-73.872725,40.683243,BROOKLYN,11208,Chinese,11,A,2/24/2015
LA CABANA RESTAURANT,"2277 1 Avenue, Manhattan New York 10035",-73.9350973,40.7968819,MANHATTAN,10035,Mexican,7,A,2/24/2015
ASUKA SUSHI,"300 West 23 Street, Manhattan New York 10011",-73.9989464,40.7452401,MANHATTAN,10011,Japanese,11,A,2/24/2015
ROUGE ET BLANC,"48 Macdougal Street, Manhattan New York 10012",-74.002473,40.727251,MANHATTAN,10012,French,7,A,2/24/2015
PHOENIX,"447 East 13 Street, Manhattan New York 10009",-73.9811835,40.730016,MANHATTAN,10009,American ,8,A,2/24/2015
SAVOR CAFE,"2925 Avenue P, Brooklyn New York 11229",-73.9443185,40.6122114,BROOKLYN,11229,Jewish/Kosher,10,A,2/24/2015
NAGOYA,"1948 86Th St, Brooklyn New York 11214",-73.9994126,40.605016,BROOKLYN,11214,Japanese,12,A,2/24/2015
187 YANG GARDEN,"816 West 187 Street, Manhattan New York 10033",-73.9375621,40.8551249,MANHATTAN,10033,Chinese,7,A,2/24/2015
TU AREPA PIZZA CAFE,"10022 67Th Ave, Queens New York 11374",-73.8528757,40.7271987,QUEENS,11374,Spanish,19,B,2/24/2015
MON CHER MARKET,"339 Broadway, Manhattan New York 10013",-74.0045513,40.7166333,MANHATTAN,10013,American ,9,A,2/24/2015
JUICE GENERATION,"979 8 Avenue, Manhattan New York 10019",-73.9826773,40.7670463,MANHATTAN,10019,"Juice, Smoothies, Fruit Salads",10,A,2/24/2015
ART HOUSE RESTAURANT,"2751 Ocean Ave, Brooklyn New York 11229",-73.9501953,40.5942779,BROOKLYN,11229,French,7,A,2/24/2015
AUCTION HOUSE,"300 East 89 Street, Manhattan New York 10128",-73.9500205,40.779562,MANHATTAN,10128,American ,9,A,2/24/2015
ARTH ALGANTIN RESTAURANT,"700 Rhinelander Avenue, Bronx New York 10462",-73.8666071,40.8473168,BRONX,10462,Middle Eastern,11,A,2/24/2015
ROY'S RESTAURNT & BAR,"880 East Tremont Ave, Bronx New York 10460",-73.8858685,40.8426666,BRONX,10460,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,2/24/2015
NEW HO WAH CHINESE FOOD,"195-19 Jamaica Ave, Queens New York 11423",-73.7653262,40.713451,QUEENS,11423,Chinese,3,A,2/24/2015
NEW POLODOS LOUNGE,"138-11 Jamaica Ave, Queens New York 11435",-73.8149021,40.7026778,QUEENS,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A,2/24/2015
KUM KAU KITCHEN,"463 Myrtle Avenue, Brooklyn New York 11205",-73.9667463,40.6935651,BROOKLYN,11205,Chinese,12,A,2/24/2015
BRITTANYA 54TH AT AMERITANIA HOTEL,"230 West 54 Street, Manhattan New York 10019",-73.9828109,40.7640167,MANHATTAN,10019,American ,9,A,2/24/2015
LA MANGEOIRE,"1008 2 Avenue, Manhattan New York 10022",-73.9668354,40.7568328,MANHATTAN,10022,French,7,A,2/24/2015
ENRICHED ADULT DAY CARE SERVICES,"7712 New Utrecht Ave, Brooklyn New York 11214",-74.000846,40.613782,BROOKLYN,11214,Russian,18,B,2/24/2015
LINDY'S,"825 7 Avenue, Manhattan New York 10019",-73.9813814,40.7630615,MANHATTAN,10019,American ,12,A,2/24/2015
Suriel Deli,"1413 Amsterdam Ave, Manhattan New York 10027",-73.954389,40.815349,MANHATTAN,10027,Delicatessen,23,Z,2/24/2015
EPI D'OR KREYOL,"223-18 Linden Boulevard, Queens New York 11411",-73.736908,40.69386,QUEENS,11411,Bakery,19,Z,2/24/2015
MERRY LAND BUFFET,"505 E 163Rd St, Bronx New York 10451",-73.9103908,40.8246173,BRONX,10451,Chinese,9,A,2/24/2015
NEW LUCKY GARDEN,"143 Lafayette Ave, Staten Island New York 10301",-74.0947116,40.6413492,STATEN ISLAND,10301,Chinese,8,A,2/24/2015
10-4 BAR & GRILL,"1549 Arthur Kill Rd, Staten Island New York 10312",-74.1909722,40.5625848,STATEN ISLAND,10312,American ,9,A,2/24/2015
TGI FRIDAYS,"211 W 34Th St, Manhattan New York 10001",-73.9911053,40.7516708,MANHATTAN,10001,American ,7,A,2/24/2015
PETITE SHELL,"1269 Lexington Ave, Manhattan New York 10028",-73.9556852,40.779009,MANHATTAN,10028,Café/Coffee/Tea,4,A,2/24/2015
KROWN GRILL HALAL CHICKEN,"357 Nostrand Avenue, Brooklyn New York 11216",-73.950519,40.6859378,BROOKLYN,11216,Chicken,12,A,2/24/2015
SWEETS AND TREATS BAKERY,"653 Sterling Pl, Brooklyn New York 11216",-73.9568734,40.6732842,BROOKLYN,11216,Bakery,7,A,2/24/2015
AZERBAIJAN,"2612 E 14Th St, Brooklyn New York 11235",-73.9554713,40.5874887,BROOKLYN,11235,Middle Eastern,11,A,2/24/2015
EMPIRE EXPRESS,"2226 Hylan Boulevard, Staten Island New York 10306",-74.1034255,40.5760383,STATEN ISLAND,10306,Chinese,5,A,2/24/2015
THE STONE HOUSE AT CLOVE LAKES,"1150 Clove Rd, Staten Island New York 10301",-74.1055512,40.6179186,STATEN ISLAND,10301,American ,10,A,2/24/2015
BERMAY LUNCHEONETTE,"1920 Richmond Terrace, Staten Island New York 10302",-74.1288687,40.6376129,STATEN ISLAND,10302,American ,11,A,2/23/2015
EL CASTILLO DE MADISON,"207 Madison Street, Manhattan New York 10002",-73.989578,40.7129199,MANHATTAN,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,2/23/2015
REUTERS EXECUTIVE DINING ROOM,"3 Times Square, Manhattan New York 10036",-73.9870824,40.7564736,MANHATTAN,10036,American ,2,A,2/23/2015
WONG RESTAURANT,"1217 1 Avenue, Manhattan New York 10065",-73.9591315,40.7639315,MANHATTAN,10065,Chinese,15,B,2/23/2015
VIKKI RESTAURANT,"592224 Avenue N, Brooklyn New York 11234",-73.9201297,40.6193558,BROOKLYN,11234,American ,13,A,2/23/2015
BILLY'S SPORT BAR RESTAURANT & LOUNGE,"856 River Avenue, Bronx New York 10451",-73.9259444,40.8272129,BRONX,10451,American ,14,Z,2/23/2015
BRENDAN'S,"42 West 35 Street, Manhattan New York 10001",-73.9862035,40.7497853,MANHATTAN,10001,American ,10,A,2/23/2015
"WHALER BAR, CAFE BUON GIORNO","22 East 38 Street, Manhattan New York 10016",-73.9809627,40.7499818,MANHATTAN,10016,American ,9,A,2/23/2015
BRIDGE COFFEE SHOP,"73 Bridge Street, Brooklyn New York 11201",-73.9844588,40.7022407,BROOKLYN,11201,Spanish,9,A,2/23/2015
STAR ON 18TH DINER CAFE,"128 10 Avenue, Manhattan New York 10011",-74.0062921,40.7444729,MANHATTAN,10011,American ,2,A,2/23/2015
MILA CAFE,"694 Columbus Avenue, Manhattan New York 10025",-73.9689253,40.7914849,MANHATTAN,10025,Café/Coffee/Tea,10,A,2/23/2015
WENDY'S,"13841 Jamaica Avenue, Queens New York 11435",-73.7789157,40.7087986,QUEENS,11435,Hamburgers,13,A,2/23/2015
POPEYES CHICKEN & BISCUITS,"80 Court Street, Brooklyn New York 11201",-73.9917206,40.6914469,BROOKLYN,11201,Chicken,7,A,2/23/2015
DAMASCUS BREAD & BAKERY,"195 Atlantic Avenue, Brooklyn New York 11201",-73.9930232,40.6901085,BROOKLYN,11201,Bakery,4,A,2/23/2015
THE POINT AFRICAN CARIBBEAN RESTAURANT,"2037 Webster Avenue, Bronx New York 10457",-73.899311,40.8511306,BRONX,10457,African,18,B,2/23/2015
GALLO NERO,"400402 West 44 Street, Manhattan New York 10036",-74.0105277,40.7293086,MANHATTAN,10036,Italian,23,B,2/23/2015
SUBWAY/ARTHUR TREACHER'S/NATHAN'S/CHURCH'S FRIED CHICKEN,"705 8 Avenue, Manhattan New York 10036",-73.9888232,40.7589911,MANHATTAN,10036,American ,13,A,2/23/2015
TIR NA NOG BAR AND GRILL,"315 W 39Th St, Manhattan New York 10018",-73.992068,40.755953,MANHATTAN,10018,Irish,19,B,2/23/2015
YOLA'S CAFE,"524 Metropolitan Avenue, Brooklyn New York 11211",-73.9511899,40.7138617,BROOKLYN,11211,Mexican,9,A,2/23/2015
PATRON MEXICAN GRILL,"608 9 Avenue, Manhattan New York 10036",-73.979882,40.72584,MANHATTAN,10036,Mexican,11,A,2/23/2015
F & F 99 CENTS PIZZA,"153 Avenue C, Manhattan New York 10009",-73.9779813,40.7257125,MANHATTAN,10009,Pizza,10,A,2/23/2015
LA ROSA BAKERY,"155 East 170 Street, Bronx New York 10452",-73.9147942,40.839377,BRONX,10452,Bakery,2,Z,2/23/2015
DAISY MAY'S BBQ,"623 11 Avenue, Manhattan New York 10036",-73.9967488,40.7633589,MANHATTAN,10036,Barbecue,4,A,2/23/2015
MADANGSUI,"35 West 35 Street, Manhattan New York 10001",-73.9856833,40.7500142,MANHATTAN,10001,Korean,14,B,2/23/2015
XING DRAGON,"305 East 115 Street, Manhattan New York 10029",-73.9377088,40.7963093,MANHATTAN,10029,Chinese,7,A,2/23/2015
HOUNDSTOOTH PUB,"520 8 Avenue, Manhattan New York 10018",-73.9919802,40.7535985,MANHATTAN,10018,American ,13,A,2/23/2015
FUJI BAKERY,"224 West 35 Street, Manhattan New York 10001",-73.9912242,40.7519995,MANHATTAN,10001,Chinese,15,B,2/23/2015
NEW KAM WEI,"630 10 Avenue, Manhattan New York 10036",-73.993908,40.761275,MANHATTAN,10036,Chinese,10,A,2/23/2015
CHINA HONG RESTAURANT,"187 Smith Street, Brooklyn New York 11201",-73.991064,40.6854623,BROOKLYN,11201,Chinese,12,A,2/23/2015
KUNG FU TEA,"73 Chrystie Street, Manhattan New York 10002",-73.9945872,40.7171453,MANHATTAN,10002,Café/Coffee/Tea,7,A,2/23/2015
BODHI FITNESS CENTER,"3511 Prince Street, Queens New York 11354",-73.8327329,40.7608618,QUEENS,11354,"Juice, Smoothies, Fruit Salads",2,A,2/23/2015
TULCINGO RESTAURANT & BAKERY,"40-11 82 Street, Queens New York 11373",-73.8836348,40.7472426,QUEENS,11373,Mexican,18,Z,2/23/2015
AKSARAY TURKISH CAFE AND RESTAURANT,"1618 East 16 Street, Brooklyn New York 11229",-73.9577686,40.609927,BROOKLYN,11229,Turkish,9,A,2/23/2015
TAKAYAMA SUSHI LOUNGE,"17 Page Avenue, Staten Island New York 10309",-74.234395,40.523943,STATEN ISLAND,10309,Japanese,12,A,2/23/2015
PERIZIA CAFE  and  PIZZA,"1626 East 16 Street, Brooklyn New York 11229",-73.9577052,40.6097219,BROOKLYN,11229,Pizza,7,A,2/23/2015
PRANNA RESTAURANT,"79 Madison Avenue, Manhattan New York 10016",-73.9853586,40.7442036,MANHATTAN,10016,Asian,13,A,2/23/2015
The Bodega,"24 Saint Nicholas Avenue, Brooklyn New York 11237",-73.921843,40.707344,BROOKLYN,11237,American ,7,A,2/23/2015
THUNDER JACKSONS URBAN ROADHOUSE,"169 Bleecker Street, Manhattan New York 10012",-74.000172,40.728919,MANHATTAN,10012,American ,13,A,2/23/2015
WEN GEE HOUSE,"287 Van Brunt Street, Brooklyn New York 11231",-74.0108,40.678929,BROOKLYN,11231,Chinese,10,A,2/23/2015
POPEYES CHICKEN & BISCUITS,"1134 Fulton Street, Brooklyn New York 11216",-73.955666,40.681137,BROOKLYN,11216,Chicken,8,A,2/23/2015
DINO,"222 Dekalb Avenue, Brooklyn New York 11205",-73.970609,40.689442,BROOKLYN,11205,Italian,26,B,2/23/2015
CANTEEN 82,"467 Columbus Avenue, Manhattan New York 10024",-73.973526,40.784055,MANHATTAN,10024,Chinese,8,A,2/23/2015
